train_name,route,temperature,weather,day_of_week,holiday,delay_minutes
Samudra Devi,Galle - Maradana,32,Sunny,Monday,No,2
Samudra Devi,Galle - Maradana,30,Cloudy,Monday,No,7
Samudra Devi,Galle - Maradana,34,Sunny,Monday,Yes,0
Samudra Devi,Galle - Maradana,28,Rainy,Monday,No,25
Samudra Devi,Galle - Maradana,32,Sunny,Monday,No,14
Samudra Devi,Galle - Maradana,32,Sunny,Monday,Yes,13
Samudra Devi,Galle - Maradana,28,Rainy,Monday,Yes,30
Samudra Devi,Galle - Maradana,33,Rainy,Monday,No,20
Samudra Devi,Galle - Maradana,29,Cloudy,Monday,No,0
Samudra Devi,Galle - Maradana,30,Sunny,Monday,No,1
Samudra Devi,Galle - Maradana,31,Cloudy,Monday,No,6
Samudra Devi,Galle - Maradana,32,Sunny,Monday,No,12
Samudra Devi,Galle - Maradana,29,Rainy,Monday,No,18
Samudra Devi,Galle - Maradana,33,Rainy,Monday,No,18
Samudra Devi,Galle - Maradana,32,Sunny,Monday,No,7
Samudra Devi,Galle - Maradana,30,Cloudy,Monday,No,2
Samudra Devi,Galle - Maradana,29,Sunny,Monday,No,4
Samudra Devi,Galle - Maradana,28,Sunny,Monday,No,13
Samudra Devi,Galle - Maradana,33,Sunny,Monday,No,10
Samudra Devi,Galle - Maradana,32,Sunny,Monday,No,8
Samudra Devi,Galle - Maradana,32,Cloudy,Monday,No,10
Samudra Devi,Galle - Maradana,32,Cloudy,Monday,No,8
Samudra Devi,Galle - Maradana,28,Sunny,Monday,Yes,11
Samudra Devi,Galle - Maradana,31,Cloudy,Monday,Yes,2
Samudra Devi,Galle - Maradana,33,Sunny,Monday,No,14
Samudra Devi,Galle - Maradana,29,Sunny,Monday,No,15
Samudra Devi,Galle - Maradana,30,Sunny,Monday,No,6
Samudra Devi,Galle - Maradana,34,Rainy,Monday,No,20
Samudra Devi,Galle - Maradana,28,Cloudy,Monday,No,12
Samudra Devi,Galle - Maradana,34,Sunny,Monday,No,6
Samudra Devi,Galle - Maradana,30,Rainy,Monday,No,26
Samudra Devi,Galle - Maradana,33,Cloudy,Monday,No,5
Samudra Devi,Galle - Maradana,30,Cloudy,Monday,No,9
Samudra Devi,Galle - Maradana,34,Sunny,Monday,No,9
Samudra Devi,Galle - Maradana,30,Cloudy,Tuesday,No,5
Samudra Devi,Galle - Maradana,28,Sunny,Tuesday,No,11
Samudra Devi,Galle - Maradana,33,Rainy,Tuesday,No,34
Samudra Devi,Galle - Maradana,33,Sunny,Tuesday,No,2
Samudra Devi,Galle - Maradana,33,Sunny,Tuesday,No,2
Samudra Devi,Galle - Maradana,31,Cloudy,Tuesday,No,5
Samudra Devi,Galle - Maradana,30,Cloudy,Tuesday,No,15
Samudra Devi,Galle - Maradana,30,Sunny,Tuesday,No,11
Samudra Devi,Galle - Maradana,34,Sunny,Tuesday,No,9
Samudra Devi,Galle - Maradana,30,Rainy,Tuesday,No,32
Samudra Devi,Galle - Maradana,34,Rainy,Tuesday,No,13
Samudra Devi,Galle - Maradana,33,Sunny,Tuesday,No,11
Samudra Devi,Galle - Maradana,34,Cloudy,Tuesday,No,10
Samudra Devi,Galle - Maradana,28,Cloudy,Tuesday,No,8
Samudra Devi,Galle - Maradana,31,Rainy,Tuesday,No,20
Samudra Devi,Galle - Maradana,30,Sunny,Tuesday,No,15
Samudra Devi,Galle - Maradana,29,Cloudy,Tuesday,No,14
Samudra Devi,Galle - Maradana,29,Sunny,Tuesday,No,9
Samudra Devi,Galle - Maradana,32,Cloudy,Tuesday,No,10
Samudra Devi,Galle - Maradana,31,Cloudy,Tuesday,No,10
Samudra Devi,Galle - Maradana,28,Sunny,Tuesday,Yes,13
Samudra Devi,Galle - Maradana,32,Rainy,Tuesday,No,26
Samudra Devi,Galle - Maradana,30,Sunny,Tuesday,No,6
Samudra Devi,Galle - Maradana,30,Cloudy,Tuesday,No,14
Samudra Devi,Galle - Maradana,34,Windy,Tuesday,No,15
Samudra Devi,Galle - Maradana,28,Sunny,Tuesday,No,11
Samudra Devi,Galle - Maradana,30,Sunny,Tuesday,No,9
Samudra Devi,Galle - Maradana,30,Cloudy,Tuesday,No,3
Samudra Devi,Galle - Maradana,30,Cloudy,Tuesday,No,9
Samudra Devi,Galle - Maradana,33,Sunny,Tuesday,No,11
Samudra Devi,Galle - Maradana,30,Sunny,Tuesday,No,10
Samudra Devi,Galle - Maradana,33,Sunny,Tuesday,No,1
Samudra Devi,Galle - Maradana,31,Sunny,Tuesday,No,13
Samudra Devi,Galle - Maradana,28,Cloudy,Tuesday,No,7
Samudra Devi,Galle - Maradana,34,Rainy,Tuesday,No,37
Samudra Devi,Galle - Maradana,32,Rainy,Tuesday,No,23
Samudra Devi,Galle - Maradana,34,Sunny,Tuesday,No,1
Samudra Devi,Galle - Maradana,30,Windy,Tuesday,No,8
Samudra Devi,Galle - Maradana,30,Sunny,Tuesday,No,4
Samudra Devi,Galle - Maradana,31,Sunny,Tuesday,No,4
Samudra Devi,Galle - Maradana,31,Rainy,Tuesday,Yes,11
Samudra Devi,Galle - Maradana,29,Rainy,Tuesday,No,25
Samudra Devi,Galle - Maradana,31,Rainy,Tuesday,No,27
Samudra Devi,Galle - Maradana,34,Sunny,Tuesday,No,7
Samudra Devi,Galle - Maradana,34,Rainy,Tuesday,No,31
Samudra Devi,Galle - Maradana,31,Windy,Tuesday,No,7
Samudra Devi,Galle - Maradana,33,Sunny,Tuesday,No,9
Samudra Devi,Galle - Maradana,29,Rainy,Tuesday,Yes,32
Samudra Devi,Galle - Maradana,29,Rainy,Tuesday,No,24
Samudra Devi,Galle - Maradana,31,Cloudy,Tuesday,No,7
Samudra Devi,Galle - Maradana,28,Sunny,Wednesday,No,10
Samudra Devi,Galle - Maradana,34,Sunny,Wednesday,No,5
Samudra Devi,Galle - Maradana,30,Rainy,Wednesday,No,38
Samudra Devi,Galle - Maradana,28,Cloudy,Wednesday,No,3
Samudra Devi,Galle - Maradana,32,Cloudy,Wednesday,No,1
Samudra Devi,Galle - Maradana,28,Sunny,Wednesday,No,10
Samudra Devi,Galle - Maradana,34,Cloudy,Wednesday,No,0
Samudra Devi,Galle - Maradana,33,Rainy,Wednesday,No,34
Samudra Devi,Galle - Maradana,28,Sunny,Wednesday,No,15
Samudra Devi,Galle - Maradana,28,Sunny,Wednesday,No,9
Samudra Devi,Galle - Maradana,30,Cloudy,Wednesday,Yes,1
Samudra Devi,Galle - Maradana,32,Rainy,Wednesday,No,29
Samudra Devi,Galle - Maradana,30,Cloudy,Wednesday,No,0
Samudra Devi,Galle - Maradana,30,Rainy,Wednesday,Yes,21
Samudra Devi,Galle - Maradana,30,Sunny,Wednesday,No,3
Samudra Devi,Galle - Maradana,32,Rainy,Wednesday,No,38
Samudra Devi,Galle - Maradana,31,Cloudy,Wednesday,No,4
Samudra Devi,Galle - Maradana,30,Cloudy,Wednesday,No,7
Samudra Devi,Galle - Maradana,30,Rainy,Wednesday,No,19
Samudra Devi,Galle - Maradana,30,Cloudy,Wednesday,No,1
Samudra Devi,Galle - Maradana,34,Cloudy,Wednesday,No,3
Samudra Devi,Galle - Maradana,32,Cloudy,Wednesday,Yes,15
Samudra Devi,Galle - Maradana,28,Sunny,Wednesday,No,9
Samudra Devi,Galle - Maradana,29,Cloudy,Wednesday,Yes,12
Samudra Devi,Galle - Maradana,29,Sunny,Wednesday,No,8
Samudra Devi,Galle - Maradana,29,Sunny,Wednesday,No,3
Samudra Devi,Galle - Maradana,28,Sunny,Wednesday,No,6
Samudra Devi,Galle - Maradana,32,Rainy,Wednesday,No,33
Samudra Devi,Galle - Maradana,30,Rainy,Wednesday,No,16
Samudra Devi,Galle - Maradana,31,Sunny,Wednesday,No,6
Samudra Devi,Galle - Maradana,31,Windy,Wednesday,No,2
Samudra Devi,Galle - Maradana,33,Cloudy,Wednesday,No,14
Samudra Devi,Galle - Maradana,30,Sunny,Wednesday,No,10
Samudra Devi,Galle - Maradana,32,Rainy,Wednesday,No,22
Samudra Devi,Galle - Maradana,30,Sunny,Wednesday,No,0
Samudra Devi,Galle - Maradana,34,Cloudy,Wednesday,Yes,12
Samudra Devi,Galle - Maradana,33,Rainy,Wednesday,No,16
Samudra Devi,Galle - Maradana,31,Cloudy,Wednesday,No,1
Samudra Devi,Galle - Maradana,29,Rainy,Wednesday,No,36
Samudra Devi,Galle - Maradana,32,Sunny,Wednesday,No,8
Samudra Devi,Galle - Maradana,33,Windy,Wednesday,No,11
Samudra Devi,Galle - Maradana,33,Rainy,Wednesday,No,37
Samudra Devi,Galle - Maradana,28,Rainy,Wednesday,No,34
Samudra Devi,Galle - Maradana,30,Sunny,Wednesday,No,15
Samudra Devi,Galle - Maradana,31,Rainy,Wednesday,No,13
Samudra Devi,Galle - Maradana,30,Sunny,Wednesday,No,10
Samudra Devi,Galle - Maradana,32,Cloudy,Wednesday,No,6
Samudra Devi,Galle - Maradana,34,Cloudy,Wednesday,No,2
Samudra Devi,Galle - Maradana,30,Rainy,Wednesday,No,36
Samudra Devi,Galle - Maradana,30,Sunny,Wednesday,No,1
Samudra Devi,Galle - Maradana,31,Windy,Thursday,No,6
Samudra Devi,Galle - Maradana,29,Cloudy,Thursday,No,8
Samudra Devi,Galle - Maradana,34,Sunny,Thursday,No,3
Samudra Devi,Galle - Maradana,29,Rainy,Thursday,No,13
Samudra Devi,Galle - Maradana,33,Sunny,Thursday,No,1
Samudra Devi,Galle - Maradana,30,Sunny,Thursday,No,8
Samudra Devi,Galle - Maradana,31,Sunny,Thursday,No,13
Samudra Devi,Galle - Maradana,28,Sunny,Thursday,Yes,12
Samudra Devi,Galle - Maradana,28,Cloudy,Thursday,No,10
Samudra Devi,Galle - Maradana,28,Cloudy,Thursday,No,2
Samudra Devi,Galle - Maradana,30,Sunny,Thursday,No,1
Samudra Devi,Galle - Maradana,31,Rainy,Thursday,No,25
Samudra Devi,Galle - Maradana,31,Sunny,Thursday,No,6
Samudra Devi,Galle - Maradana,34,Cloudy,Thursday,Yes,5
Samudra Devi,Galle - Maradana,30,Sunny,Thursday,Yes,11
Samudra Devi,Galle - Maradana,28,Cloudy,Thursday,No,1
Samudra Devi,Galle - Maradana,34,Sunny,Thursday,No,14
Samudra Devi,Galle - Maradana,30,Cloudy,Thursday,No,0
Samudra Devi,Galle - Maradana,34,Sunny,Thursday,No,0
Samudra Devi,Galle - Maradana,29,Rainy,Thursday,Yes,27
Samudra Devi,Galle - Maradana,28,Cloudy,Thursday,No,4
Samudra Devi,Galle - Maradana,30,Rainy,Thursday,No,10
Samudra Devi,Galle - Maradana,31,Cloudy,Thursday,No,4
Samudra Devi,Galle - Maradana,33,Rainy,Thursday,No,21
Samudra Devi,Galle - Maradana,33,Sunny,Thursday,No,15
Samudra Devi,Galle - Maradana,33,Rainy,Thursday,No,35
Samudra Devi,Galle - Maradana,31,Cloudy,Thursday,No,4
Samudra Devi,Galle - Maradana,28,Sunny,Thursday,No,15
Samudra Devi,Galle - Maradana,30,Sunny,Thursday,No,2
Samudra Devi,Galle - Maradana,28,Sunny,Thursday,No,1
Samudra Devi,Galle - Maradana,34,Cloudy,Thursday,No,11
Samudra Devi,Galle - Maradana,34,Rainy,Thursday,Yes,14
Samudra Devi,Galle - Maradana,30,Windy,Thursday,No,9
Samudra Devi,Galle - Maradana,32,Sunny,Thursday,No,14
Samudra Devi,Galle - Maradana,33,Rainy,Thursday,No,26
Samudra Devi,Galle - Maradana,29,Sunny,Thursday,No,1
Samudra Devi,Galle - Maradana,30,Windy,Thursday,No,4
Samudra Devi,Galle - Maradana,32,Cloudy,Thursday,No,10
Samudra Devi,Galle - Maradana,28,Sunny,Thursday,No,15
Samudra Devi,Galle - Maradana,29,Rainy,Thursday,No,22
Samudra Devi,Galle - Maradana,29,Sunny,Thursday,No,3
Samudra Devi,Galle - Maradana,32,Sunny,Thursday,No,0
Samudra Devi,Galle - Maradana,28,Windy,Thursday,No,6
Samudra Devi,Galle - Maradana,31,Cloudy,Thursday,No,14
Samudra Devi,Galle - Maradana,30,Sunny,Thursday,No,10
Samudra Devi,Galle - Maradana,31,Sunny,Thursday,No,14
Samudra Devi,Galle - Maradana,30,Sunny,Thursday,No,12
Samudra Devi,Galle - Maradana,31,Sunny,Thursday,No,11
Samudra Devi,Galle - Maradana,32,Sunny,Thursday,No,14
Samudra Devi,Galle - Maradana,31,Cloudy,Thursday,No,7
Samudra Devi,Galle - Maradana,32,Sunny,Friday,No,9
Samudra Devi,Galle - Maradana,30,Rainy,Friday,No,20
Samudra Devi,Galle - Maradana,28,Sunny,Friday,No,0
Samudra Devi,Galle - Maradana,33,Rainy,Friday,No,38
Samudra Devi,Galle - Maradana,29,Sunny,Friday,No,14
Samudra Devi,Galle - Maradana,34,Sunny,Friday,No,13
Samudra Devi,Galle - Maradana,30,Sunny,Friday,No,8
Samudra Devi,Galle - Maradana,31,Sunny,Friday,Yes,7
Samudra Devi,Galle - Maradana,33,Sunny,Friday,No,14
Samudra Devi,Galle - Maradana,32,Sunny,Friday,Yes,5
Samudra Devi,Galle - Maradana,31,Cloudy,Friday,No,9
Samudra Devi,Galle - Maradana,31,Sunny,Friday,Yes,7
Samudra Devi,Galle - Maradana,34,Rainy,Friday,No,39
Samudra Devi,Galle - Maradana,28,Cloudy,Friday,No,0
Samudra Devi,Galle - Maradana,28,Rainy,Friday,No,22
Samudra Devi,Galle - Maradana,34,Sunny,Friday,No,11
Samudra Devi,Galle - Maradana,34,Rainy,Friday,No,21
Samudra Devi,Galle - Maradana,28,Sunny,Friday,No,8
Samudra Devi,Galle - Maradana,33,Sunny,Friday,No,14
Samudra Devi,Galle - Maradana,28,Sunny,Friday,No,3
Samudra Devi,Galle - Maradana,30,Cloudy,Friday,No,5
Samudra Devi,Galle - Maradana,34,Cloudy,Friday,Yes,15
Samudra Devi,Galle - Maradana,29,Rainy,Friday,Yes,29
Samudra Devi,Galle - Maradana,34,Sunny,Friday,No,3
Samudra Devi,Galle - Maradana,32,Sunny,Friday,Yes,3
Samudra Devi,Galle - Maradana,32,Cloudy,Friday,No,1
Samudra Devi,Galle - Maradana,28,Cloudy,Friday,No,15
Samudra Devi,Galle - Maradana,32,Rainy,Friday,Yes,12
Samudra Devi,Galle - Maradana,33,Sunny,Friday,No,6
Samudra Devi,Galle - Maradana,33,Sunny,Friday,No,4
Samudra Devi,Galle - Maradana,31,Cloudy,Friday,No,7
Samudra Devi,Galle - Maradana,30,Cloudy,Friday,No,2
Samudra Devi,Galle - Maradana,28,Sunny,Friday,No,8
Samudra Devi,Galle - Maradana,29,Sunny,Friday,No,8
Samudra Devi,Galle - Maradana,30,Rainy,Friday,No,33
Samudra Devi,Galle - Maradana,34,Sunny,Friday,No,0
Samudra Devi,Galle - Maradana,28,Sunny,Friday,No,4
Samudra Devi,Galle - Maradana,33,Sunny,Friday,No,4
Samudra Devi,Galle - Maradana,28,Windy,Friday,No,11
Samudra Devi,Galle - Maradana,28,Sunny,Friday,No,9
Samudra Devi,Galle - Maradana,34,Sunny,Friday,No,10
Samudra Devi,Galle - Maradana,32,Cloudy,Friday,No,10
Samudra Devi,Galle - Maradana,34,Sunny,Friday,No,5
Samudra Devi,Galle - Maradana,32,Sunny,Friday,No,7
Samudra Devi,Galle - Maradana,33,Sunny,Friday,No,3
Samudra Devi,Galle - Maradana,34,Cloudy,Friday,Yes,15
Samudra Devi,Galle - Maradana,30,Sunny,Friday,No,7
Samudra Devi,Galle - Maradana,34,Sunny,Friday,Yes,9
Samudra Devi,Galle - Maradana,31,Cloudy,Friday,No,4
Samudra Devi,Galle - Maradana,31,Sunny,Friday,No,2
Samudra Devi,Galle - Maradana,34,Cloudy,Saturday,Yes,5
Samudra Devi,Galle - Maradana,29,Cloudy,Saturday,No,24
Samudra Devi,Galle - Maradana,33,Cloudy,Saturday,Yes,8
Samudra Devi,Galle - Maradana,28,Sunny,Saturday,No,10
Samudra Devi,Galle - Maradana,31,Cloudy,Saturday,No,10
Samudra Devi,Galle - Maradana,33,Cloudy,Saturday,No,12
Samudra Devi,Galle - Maradana,28,Cloudy,Saturday,No,17
Samudra Devi,Galle - Maradana,34,Sunny,Saturday,No,14
Samudra Devi,Galle - Maradana,28,Sunny,Saturday,No,25
Samudra Devi,Galle - Maradana,31,Rainy,Saturday,No,23
Samudra Devi,Galle - Maradana,28,Sunny,Saturday,No,15
Samudra Devi,Galle - Maradana,33,Cloudy,Saturday,No,14
Samudra Devi,Galle - Maradana,31,Cloudy,Saturday,No,20
Samudra Devi,Galle - Maradana,31,Sunny,Saturday,No,22
Samudra Devi,Galle - Maradana,33,Sunny,Saturday,No,14
Samudra Devi,Galle - Maradana,29,Rainy,Saturday,No,14
Samudra Devi,Galle - Maradana,33,Sunny,Saturday,No,11
Samudra Devi,Galle - Maradana,31,Rainy,Saturday,No,12
Samudra Devi,Galle - Maradana,29,Sunny,Saturday,No,9
Samudra Devi,Galle - Maradana,34,Cloudy,Saturday,No,5
Samudra Devi,Galle - Maradana,32,Sunny,Saturday,No,13
Samudra Devi,Galle - Maradana,28,Cloudy,Saturday,No,25
Samudra Devi,Galle - Maradana,34,Rainy,Saturday,No,30
Samudra Devi,Galle - Maradana,30,Rainy,Saturday,No,29
Samudra Devi,Galle - Maradana,30,Windy,Saturday,No,5
Samudra Devi,Galle - Maradana,32,Cloudy,Saturday,No,18
Samudra Devi,Galle - Maradana,30,Rainy,Saturday,No,10
Samudra Devi,Galle - Maradana,29,Cloudy,Saturday,No,22
Samudra Devi,Galle - Maradana,29,Rainy,Saturday,No,36
Samudra Devi,Galle - Maradana,31,Sunny,Saturday,No,10
Samudra Devi,Galle - Maradana,34,Sunny,Saturday,No,14
Samudra Devi,Galle - Maradana,33,Sunny,Saturday,No,6
Samudra Devi,Galle - Maradana,29,Sunny,Saturday,No,11
Samudra Devi,Galle - Maradana,30,Sunny,Saturday,No,10
Samudra Devi,Galle - Maradana,32,Rainy,Saturday,No,21
Samudra Devi,Galle - Maradana,34,Sunny,Saturday,No,20
Samudra Devi,Galle - Maradana,33,Sunny,Saturday,No,17
Samudra Devi,Galle - Maradana,34,Cloudy,Saturday,No,16
Samudra Devi,Galle - Maradana,29,Cloudy,Saturday,Yes,23
Samudra Devi,Galle - Maradana,31,Sunny,Saturday,No,13
Samudra Devi,Galle - Maradana,34,Sunny,Saturday,Yes,6
Samudra Devi,Galle - Maradana,32,Cloudy,Saturday,No,13
Samudra Devi,Galle - Maradana,32,Sunny,Saturday,No,23
Samudra Devi,Galle - Maradana,31,Rainy,Saturday,No,28
Samudra Devi,Galle - Maradana,31,Rainy,Saturday,Yes,18
Samudra Devi,Galle - Maradana,33,Cloudy,Saturday,No,5
Samudra Devi,Galle - Maradana,29,Rainy,Saturday,Yes,40
Samudra Devi,Galle - Maradana,30,Rainy,Saturday,No,11
Samudra Devi,Galle - Maradana,28,Windy,Saturday,No,16
Samudra Devi,Galle - Maradana,32,Sunny,Saturday,No,21
Samudra Devi,Galle - Maradana,32,Rainy,Sunday,No,30
Samudra Devi,Galle - Maradana,28,Sunny,Sunday,No,24
Samudra Devi,Galle - Maradana,30,Sunny,Sunday,Yes,24
Samudra Devi,Galle - Maradana,33,Sunny,Sunday,No,10
Samudra Devi,Galle - Maradana,29,Sunny,Sunday,No,13
Samudra Devi,Galle - Maradana,31,Rainy,Sunday,No,40
Samudra Devi,Galle - Maradana,30,Sunny,Sunday,No,7
Samudra Devi,Galle - Maradana,31,Sunny,Sunday,No,10
Samudra Devi,Galle - Maradana,33,Sunny,Sunday,No,6
Samudra Devi,Galle - Maradana,29,Sunny,Sunday,No,25
Samudra Devi,Galle - Maradana,32,Sunny,Sunday,No,14
Samudra Devi,Galle - Maradana,31,Sunny,Sunday,No,8
Samudra Devi,Galle - Maradana,30,Cloudy,Sunday,No,23
Samudra Devi,Galle - Maradana,31,Cloudy,Sunday,No,11
Samudra Devi,Galle - Maradana,30,Cloudy,Sunday,No,8
Samudra Devi,Galle - Maradana,28,Rainy,Sunday,No,33
Samudra Devi,Galle - Maradana,28,Cloudy,Sunday,No,14
Samudra Devi,Galle - Maradana,28,Sunny,Sunday,No,24
Samudra Devi,Galle - Maradana,34,Cloudy,Sunday,No,16
Samudra Devi,Galle - Maradana,28,Sunny,Sunday,No,16
Samudra Devi,Galle - Maradana,34,Rainy,Sunday,No,23
Samudra Devi,Galle - Maradana,34,Sunny,Sunday,No,23
Samudra Devi,Galle - Maradana,33,Sunny,Sunday,Yes,7
Samudra Devi,Galle - Maradana,32,Sunny,Sunday,No,21
Samudra Devi,Galle - Maradana,30,Sunny,Sunday,No,11
Samudra Devi,Galle - Maradana,30,Rainy,Sunday,No,16
Samudra Devi,Galle - Maradana,29,Rainy,Sunday,No,40
Samudra Devi,Galle - Maradana,29,Cloudy,Sunday,No,14
Samudra Devi,Galle - Maradana,34,Rainy,Sunday,No,26
Samudra Devi,Galle - Maradana,28,Sunny,Sunday,No,15
Samudra Devi,Galle - Maradana,32,Sunny,Sunday,No,19
Samudra Devi,Galle - Maradana,29,Rainy,Sunday,No,11
Samudra Devi,Galle - Maradana,29,Rainy,Sunday,No,39
Samudra Devi,Galle - Maradana,34,Sunny,Sunday,Yes,13
Samudra Devi,Galle - Maradana,28,Cloudy,Sunday,No,20
Samudra Devi,Galle - Maradana,28,Rainy,Sunday,Yes,23
Samudra Devi,Galle - Maradana,31,Rainy,Sunday,No,17
Samudra Devi,Galle - Maradana,34,Cloudy,Sunday,No,6
Samudra Devi,Galle - Maradana,30,Windy,Sunday,No,14
Samudra Devi,Galle - Maradana,31,Cloudy,Sunday,No,18
Samudra Devi,Galle - Maradana,30,Cloudy,Sunday,No,21
Samudra Devi,Galle - Maradana,30,Sunny,Sunday,No,21
Samudra Devi,Galle - Maradana,31,Sunny,Sunday,No,15
Samudra Devi,Galle - Maradana,31,Cloudy,Sunday,No,5
Samudra Devi,Galle - Maradana,33,Sunny,Sunday,No,10
Samudra Devi,Galle - Maradana,34,Cloudy,Sunday,No,12
Samudra Devi,Galle - Maradana,29,Sunny,Sunday,No,6
Samudra Devi,Galle - Maradana,31,Sunny,Sunday,No,12
Samudra Devi,Galle - Maradana,30,Sunny,Sunday,No,5
Samudra Devi,Galle - Maradana,29,Sunny,Sunday,No,7
Yal Devi,MT-Lavania-Kankesanturai,25,cloudy,Monday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,25,cloudy,Monday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,30,rainy,Monday,No,21
Yal Devi,MT-Lavania-Kankesanturai,27,sunny,Monday,Yes,17
Yal Devi,MT-Lavania-Kankesanturai,29,rainy,Monday,Yes,17
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Monday,Yes,7
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Monday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,34,cloudy,Monday,No,0
Yal Devi,MT-Lavania-Kankesanturai,24,rainy,Monday,Yes,23
Yal Devi,MT-Lavania-Kankesanturai,34,rainy,Monday,No,24
Yal Devi,MT-Lavania-Kankesanturai,25,cloudy,Monday,Yes,12
Yal Devi,MT-Lavania-Kankesanturai,29,cloudy,Monday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Monday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,27,sunny,Monday,Yes,2
Yal Devi,MT-Lavania-Kankesanturai,35,rainy,Monday,No,0
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Monday,Yes,13
Yal Devi,MT-Lavania-Kankesanturai,34,cloudy,Monday,Yes,12
Yal Devi,MT-Lavania-Kankesanturai,35,cloudy,Monday,Yes,16
Yal Devi,MT-Lavania-Kankesanturai,32,rainy,Monday,Yes,8
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Monday,No,6
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Monday,No,26
Yal Devi,MT-Lavania-Kankesanturai,32,sunny,Monday,No,5
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Monday,No,10
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Monday,Yes,1
Yal Devi,MT-Lavania-Kankesanturai,25,cloudy,Monday,Yes,5
Yal Devi,MT-Lavania-Kankesanturai,24,rainy,Monday,Yes,24
Yal Devi,MT-Lavania-Kankesanturai,34,rainy,Monday,No,7
Yal Devi,MT-Lavania-Kankesanturai,34,sunny,Monday,Yes,25
Yal Devi,MT-Lavania-Kankesanturai,35,rainy,Monday,Yes,10
Yal Devi,MT-Lavania-Kankesanturai,32,rainy,Monday,No,16
Yal Devi,MT-Lavania-Kankesanturai,27,sunny,Tuesday,No,19
Yal Devi,MT-Lavania-Kankesanturai,26,sunny,Tuesday,Yes,7
Yal Devi,MT-Lavania-Kankesanturai,24,sunny,Tuesday,Yes,44
Yal Devi,MT-Lavania-Kankesanturai,29,rainy,Tuesday,No,34
Yal Devi,MT-Lavania-Kankesanturai,25,sunny,Tuesday,Yes,0
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Tuesday,Yes,31
Yal Devi,MT-Lavania-Kankesanturai,34,rainy,Tuesday,No,17
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Tuesday,No,21
Yal Devi,MT-Lavania-Kankesanturai,25,sunny,Tuesday,No,16
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Tuesday,Yes,26
Yal Devi,MT-Lavania-Kankesanturai,31,cloudy,Tuesday,No,10
Yal Devi,MT-Lavania-Kankesanturai,27,sunny,Tuesday,Yes,14
Yal Devi,MT-Lavania-Kankesanturai,33,sunny,Tuesday,Yes,15
Yal Devi,MT-Lavania-Kankesanturai,34,rainy,Tuesday,No,4
Yal Devi,MT-Lavania-Kankesanturai,27,cloudy,Tuesday,Yes,4
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Tuesday,No,14
Yal Devi,MT-Lavania-Kankesanturai,34,cloudy,Tuesday,No,7
Yal Devi,MT-Lavania-Kankesanturai,34,sunny,Tuesday,Yes,6
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Tuesday,No,1
Yal Devi,MT-Lavania-Kankesanturai,35,cloudy,Tuesday,No,14
Yal Devi,MT-Lavania-Kankesanturai,28,cloudy,Tuesday,Yes,24
Yal Devi,MT-Lavania-Kankesanturai,30,sunny,Tuesday,Yes,17
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Tuesday,No,7
Yal Devi,MT-Lavania-Kankesanturai,28,sunny,Tuesday,Yes,27
Yal Devi,MT-Lavania-Kankesanturai,29,cloudy,Tuesday,No,6
Yal Devi,MT-Lavania-Kankesanturai,25,rainy,Tuesday,Yes,24
Yal Devi,MT-Lavania-Kankesanturai,35,cloudy,Tuesday,No,0
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Tuesday,Yes,14
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Tuesday,Yes,11
Yal Devi,MT-Lavania-Kankesanturai,24,cloudy,Tuesday,No,3
Yal Devi,MT-Lavania-Kankesanturai,34,rainy,Wednesday,Yes,13
Yal Devi,MT-Lavania-Kankesanturai,33,cloudy,Wednesday,Yes,7
Yal Devi,MT-Lavania-Kankesanturai,35,rainy,Wednesday,No,18
Yal Devi,MT-Lavania-Kankesanturai,31,rainy,Wednesday,No,0
Yal Devi,MT-Lavania-Kankesanturai,24,sunny,Wednesday,Yes,11
Yal Devi,MT-Lavania-Kankesanturai,33,rainy,Wednesday,No,22
Yal Devi,MT-Lavania-Kankesanturai,26,cloudy,Wednesday,No,27
Yal Devi,MT-Lavania-Kankesanturai,30,cloudy,Wednesday,No,16
Yal Devi,MT-Lavania-Kankesanturai,30,rainy,Wednesday,No,36
Yal Devi,MT-Lavania-Kankesanturai,30,rainy,Wednesday,No,7
